Idx,GeneProbability/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,GeneAnnotation
@random_sequence,?/?/?/?,?
@>MEG_1516|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1518|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2_2pointsRearrangement,0.07/120/120/134,>MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1519|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.5/4/4/135,>MEG_1539|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1520|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2_2pointsRearrangement,0.23/118/118/134,>MEG_1520|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1521|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.07/16/16/135,>MEG_1521|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1522|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.13/21/21/135,>MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.07/5/5/135,>MEG_1521|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.33/4/4/135,>MEG_1543|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@>MEG_1526|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.34/2/2/135,>MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1527|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.03/5/5/135,>MEG_1504|Drugs|betalactams|Class_A_betalactamases|CARB
@random_sequence,?/?/?/?,?
@>MEG_1529|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@>MEG_1530|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.1/3/3/135,>MEG_1502|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1531|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@>MEG_1532|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.07/8/8/135,>MEG_1538|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.13/8/8/135,>MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1534|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.13/28/28/135,>MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1535|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.04/7/7/135,>MEG_1501|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1536|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2_2pointsRearrangement,0.17/120/120/134,>MEG_1536|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1537|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2_2pointsRearrangement,0.19/119/119/134,>MEG_1537|Drugs|betalactams|Class_A_betalactamases|CARB
@random_sequence,?/?/?/?,?
@>MEG_1539|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2_2pointsRearrangement,0.35/122/122/134,>MEG_1539|Drugs|betalactams|Class_A_betalactamases|CARB
@random_sequence,?/?/?/?,?
@>MEG_1541|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@>MEG_1542|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.07/4/4/135,>MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB
@random_sequence,?/?/?/?,?
@>MEG_1544|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.3/3/5/135,>MEG_1539|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,?/?/?/?,?
@>MEG_1546|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.17/12/12/135,>MEG_1542|Drugs|betalactams|Class_A_betalactamases|CARB
@>MEG_1547|Drugs|betalactams|Class_A_betalactamases|CARB_errorrate=0.2,0.07/9/9/135,>MEG_5810|Drugs|betalactams|Class_A_betalactamases|PSE
@>MEG_1548|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2_2pointsRearrangement,0.35/118/118/134,>MEG_1548|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@>MEG_1549|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,?/?/?/?,?
@>MEG_1550|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,0.5/48/48/135,>MEG_1560|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,1.0/4/4/135,>MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@>MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,?/?/?/?,?
@>MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,1.0/8/8/135,>MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@random_sequence,?/?/?/?,?
@>MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,1.0/12/12/135,>MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@>MEG_1558|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,1.0/7/7/135,>MEG_1558|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@>MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT_errorrate=0.2,0.25/12/12/135,>MEG_1565|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1560|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.5/4/4/135,>MEG_1550|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT
@>MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.73/118/118/134,>MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.5/8/8/135,>MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,?/?/?/?,?
@>MEG_1564|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1565|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.44/31/36/135,>MEG_1565|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.5/7/7/135,>MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.61/9/9/135,>MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1570|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.19/118/118/134,>MEG_1570|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1571|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.2/119/119/134,>MEG_1570|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1572|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.13/2/5/135,>MEG_1574|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1573|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,?/?/?/?,?
@>MEG_1574|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.67/4/4/135,>MEG_1574|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@random_sequence,?/?/?/?,?
@>MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,?/?/?/?,?
@>MEG_1577|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.85/11/13/135,>MEG_1577|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.14/118/118/134,>MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.33/14/14/135,>MEG_1574|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.36/120/120/134,>MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.43/118/118/134,>MEG_1573|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1582|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,?/?/?/?,?
@>MEG_1583|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1583|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.16/118/118/134,>MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.37/119/119/134,>MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.51/119/119/134,>MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1591|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.17/4/4/135,>MEG_1591|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2_2pointsRearrangement,0.15/119/119/134,>MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA_errorrate=0.2,0.15/3/3/135,>MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA
@>MEG_1594|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1595|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1596|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1597|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1598|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1599|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1600|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1601|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1602|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1604|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1605|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1606|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1608|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1610|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1611|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1612|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1613|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1615|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1616|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1617|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1618|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1619|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1621|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1623|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1624|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1625|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1626|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2,1.0/2/2/135,>MEG_1654|Drugs|betalactams|Class_C_betalactamases|CEPS
@>MEG_1630|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1631|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1632|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS_errorrate=0.2,1.0/10/10/135,>MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS
@>MEG_1634|Drugs|betalactams|Class_B_betalactamases|CAU_errorrate=0.2,0.72/21/23/135,>MEG_1634|Drugs|betalactams|Class_B_betalactamases|CAU
@>MEG_1635|Drugs|betalactams|Class_B_betalactamases|CAU_errorrate=0.2,0.5/3/3/135,>MEG_1635|Drugs|betalactams|Class_B_betalactamases|CAU
@random_sequence,?/?/?/?,?
@>MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA_errorrate=0.2,0.69/13/13/135,>MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA
@>MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP_errorrate=0.2_2pointsRearrangement,1.0/121/121/134,>MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1641|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|CDEA_errorrate=0.2,?/?/?/?,?
@>MEG_1642|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CDSA|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB_errorrate=0.2,1.0/9/9/135,>MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB
@>MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,?/?/?/?,?
@>MEG_1646|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,0.15/2/2/135,>MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA
@>MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,0.36/5/5/135,>MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA
@>MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,0.18/10/10/135,>MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA
@>MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,?/?/?/?,?
@>MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2_2pointsRearrangement,0.18/118/118/134,>MEG_1646|Drugs|betalactams|Class_A_betalactamases|CEPA
@>MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA_errorrate=0.2,0.14/3/3/135,>MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA
@>MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB_errorrate=0.2,0.9/15/15/135,>MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB
@>MEG_1653|Drugs|betalactams|Class_C_betalactamases|CEPH_errorrate=0.2,0.52/29/29/135,>MEG_1653|Drugs|betalactams|Class_C_betalactamases|CEPH
@random_sequence,?/?/?/?,?
@>MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE
@>MEG_1656|Drugs|betalactams|Class_C_betalactamases|CFE_errorrate=0.2_2pointsRearrangement,0.56/118/118/134,>MEG_1656|Drugs|betalactams|Class_C_betalactamases|CFE
@>MEG_1657|Drugs|betalactams|Class_C_betalactamases|CFE_errorrate=0.2,0.5/6/6/135,>MEG_1921|Drugs|betalactams|Class_C_betalactamases|CMY
@>MEG_1658|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1662|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@>MEG_1663|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.05/4/4/135,>MEG_1658|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1664|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@>MEG_1666|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.05/6/6/135,>MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1667|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@>MEG_1668|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.11/22/23/135,>MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1671|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.08/16/16/135,>MEG_1670|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1672|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.08/1/13/135,>MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA
@>MEG_1673|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,?/?/?/?,?
@>MEG_1674|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.05/8/8/135,>MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2_2pointsRearrangement,0.05/118/118/134,>MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1676|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2_2pointsRearrangement,0.05/118/118/134,>MEG_1658|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1677|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2,0.16/18/18/135,>MEG_1673|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1678|Drugs|betalactams|Class_B_betalactamases|CFIA_errorrate=0.2_2pointsRearrangement,0.31/120/120/134,>MEG_1678|Drugs|betalactams|Class_B_betalactamases|CFIA
@>MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR_errorrate=0.2,?/?/?/?,?
@>MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR_errorrate=0.2,0.5/31/31/135,>MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR
@>MEG_1681|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA_errorrate=0.2,0.5/13/13/135,>MEG_1681|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA
@>MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA_errorrate=0.2,0.37/10/10/135,>MEG_1681|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA
@random_sequence,?/?/?/?,?
@>MEG_1684|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB_errorrate=0.2_2pointsRearrangement,0.34/120/120/134,>MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD
@>MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC_errorrate=0.2,1.0/19/19/135,>MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC
@>MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,0.09/4/4/135,>MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX
@random_sequence,?/?/?/?,?
@>MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,?/?/?/?,?
@>MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,0.06/2/3/135,>MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2_2pointsRearrangement,0.09/120/120/134,>MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2_2pointsRearrangement,0.09/119/119/134,>MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2_2pointsRearrangement,0.09/118/118/134,>MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,0.08/14/14/135,>MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,0.24/13/13/135,>MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX
@random_sequence,?/?/?/?,?
@>MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2_2pointsRearrangement,0.22/120/120/134,>MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX_errorrate=0.2,0.32/23/23/135,>MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX
@>MEG_1699|Drugs|betalactams|Class_A_betalactamases|CGA_errorrate=0.2_2pointsRearrangement,0.99/119/119/134,>MEG_1699|Drugs|betalactams|Class_A_betalactamases|CGA
@>MEG_1700|Drugs|betalactams|Class_B_betalactamases|CGB_errorrate=0.2_2pointsRearrangement,0.63/118/118/134,>MEG_1700|Drugs|betalactams|Class_B_betalactamases|CGB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR_errorrate=0.2,1.0/33/33/135,>MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR
@>MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR_errorrate=0.2,?/?/?/?,?
